main1,main2,main3,main4,main5,main6,bonus,times,date,set-ball
6,7,9,20,21,27,2,第1475回,2020年4月20日,A
6,22,38,40,41,42,35,第1476回,2020年4月23日,E
4,13,14,25,27,32,1,第1477回,2020年4月27日,A
7,12,15,21,40,42,32,第1478回,2020年4月30日,J
1,20,30,32,35,37,33,第1479回,2020年5月4日,H
2,4,5,6,24,34,39,第1480回,2020年5月7日,I
3,9,21,31,41,42,18,第1481回,2020年5月11日,G
8,26,28,32,41,43,14,第1482回,2020年5月14日,D
3,10,20,23,29,43,22,第1483回,2020年5月18日,A
4,12,17,18,23,41,28,第1484回,2020年5月21日,F
9,10,18,27,28,35,37,第1485回,2020年5月25日,C
18,24,29,33,39,42,34,第1486回,2020年5月28日,J
5,7,9,17,24,35,36,第1487回,2020年6月1日,B
4,10,11,17,34,37,38,第1488回,2020年6月4日,J
4,6,11,13,23,32,1,第1489回,2020年6月8日,H
7,19,24,29,39,43,11,第1490回,2020年6月11日,A
8,11,23,31,34,37,1,第1491回,2020年6月15日,G
4,16,18,32,38,42,36,第1492回,2020年6月18日,D
11,18,24,27,37,38,15,第1493回,2020年6月22日,E
8,15,17,24,26,38,27,第1494回,2020年6月25日,I
18,24,32,34,37,41,22,第1495回,2020年6月29日,F
5,9,13,16,17,34,37,第1496回,2020年7月2日,C
6,22,28,30,35,37,8,第1497回,2020年7月6日,B
1,6,7,9,31,37,43,第1498回,2020年7月9日,A
10,11,27,28,29,37,13,第1499回,2020年7月13日,H
19,21,22,28,29,30,4,第1500回,2020年7月16日,I
6,10,13,25,31,38,15,第1501回,2020年7月20日,J
1,17,25,28,32,42,26,第1502回,2020年7月23日,D
1,8,16,35,40,42,20,第1503回,2020年7月27日,G
5,7,9,21,42,43,35,第1504回,2020年7月30日,E
1,2,14,15,21,34,19,第1505回,2020年8月3日,B
10,12,19,28,35,41,39,第1506回,2020年8月6日,F
19,20,22,30,35,43,29,第1507回,2020年8月10日,J
9,13,28,29,32,40,41,第1508回,2020年8月13日,A
6,11,12,34,36,41,43,第1509回,2020年8月17日,H
8,13,17,18,21,38,23,第1510回,2020年8月20日,E
11,16,22,24,38,40,6,第1511回,2020年8月24日,C
1,11,12,24,32,38,39,第1512回,2020年8月27日,I
13,14,18,19,25,42,5,第1513回,2020年8月31日,E
11,16,22,29,37,43,14,第1514回,2020年9月3日,J
5,9,17,21,27,29,30,第1515回,2020年9月7日,D
25,32,34,37,41,42,28,第1516回,2020年9月10日,G
14,25,27,30,39,41,8,第1517回,2020年9月14日,J
6,15,16,22,36,41,20,第1518回,2020年9月17日,D
5,8,20,21,27,43,9,第1519回,2020年9月21日,B
1,6,11,13,30,33,4,第1520回,2020年9月24日,F
17,21,22,40,41,42,13,第1521回,2020年9月28日,C
5,17,21,22,32,35,41,第1522回,2020年10月1日,H
2,15,17,25,34,38,27,第1523回,2020年10月5日,A
2,3,15,24,30,43,39,第1524回,2020年10月8日,E
3,7,20,21,28,32,24,第1525回,2020年10月12日,A
4,17,19,21,39,41,36,第1526回,2020年10月15日,H
2,5,9,11,27,32,33,第1527回,2020年10月19日,D
1,14,17,34,35,37,16,第1528回,2020年10月22日,G
3,19,26,28,33,40,1,第1529回,2020年10月26日,J
2,5,10,34,37,40,7,第1530回,2020年10月29日,H
2,6,7,10,30,33,14,第1531回,2020年11月2日,B
2,9,14,16,17,21,34,第1532回,2020年11月5日,G
15,22,27,37,38,41,5,第1533回,2020年11月9日,E
1,9,18,22,24,43,39,第1534回,2020年11月12日,F
1,9,14,30,35,38,32,第1535回,2020年11月16日,C
2,5,9,30,37,40,28,第1536回,2020年11月19日,I
6,13,14,32,33,37,20,第1537回,2020年11月23日,B
8,14,19,33,35,40,38,第1538回,2020年11月26日,A
13,29,33,37,41,42,43,第1539回,2020年11月30日,J
1,20,25,28,33,37,31,第1540回,2020年12月3日,H
12,26,28,32,33,35,41,第1541回,2020年12月7日,C
11,12,16,17,20,36,18,第1542回,2020年12月10日,D
17,21,26,33,36,38,34,第1543回,2020年12月14日,F
3,11,25,26,39,42,34,第1544回,2020年12月17日,G
8,14,15,26,37,43,12,第1545回,2020年12月21日,E
1,18,19,24,31,40,16,第1546回,2020年12月24日,C
4,11,14,17,22,39,21,第1547回,2020年12月28日,I
18,24,26,35,39,42,32,第1548回,2021年1月4日,J
4,5,27,28,35,41,33,第1549回,2021年1月7日,B
8,11,22,32,37,42,41,第1550回,2021年1月11日,H
3,14,18,24,38,43,23,第1551回,2021年1月14日,F
5,9,15,30,32,39,11,第1552回,2021年1月18日,E
7,8,16,32,41,42,31,第1553回,2021年1月21日,A
6,14,16,27,40,42,26,第1554回,2021年1月25日,D
2,8,17,23,24,27,5,第1555回,2021年1月28日,D
10,19,28,30,38,42,18,第1556回,2021年2月1日,C
5,21,22,23,26,39,31,第1557回,2021年2月4日,G
1,12,25,27,39,42,16,第1558回,2021年2月8日,I
4,15,17,20,26,31,43,第1559回,2021年2月11日,J
7,19,24,32,40,42,22,第1560回,2021年2月15日,H
12,15,26,34,35,38,7,第1561回,2021年2月18日,F
2,4,15,16,26,33,25,第1562回,2021年2月22日,E
1,12,20,26,35,37,2,第1563回,2021年2月25日,C
5,6,18,20,27,37,7,第1564回,2021年3月1日,A
5,9,17,28,30,37,27,第1565回,2021年3月4日,D
12,13,20,24,30,35,34,第1566回,2021年3月8日,J
5,7,19,26,37,40,34,第1567回,2021年3月11日,G
2,5,7,10,16,34,14,第1568回,2021年3月15日,A
2,8,29,31,32,33,16,第1569回,2021年3月18日,I
1,19,22,23,31,36,24,第1570回,2021年3月22日,B
1,2,5,25,40,41,26,第1571回,2021年3月25日,F
4,6,10,19,28,38,40,第1572回,2021年3月29日,J
2,10,16,38,39,43,11,第1573回,2021年4月1日,H
1,2,3,20,31,32,13,第1574回,2021年4月5日,E
2,8,15,24,32,39,9,第1575回,2021年4月8日,D
5,7,10,17,29,32,37,第1576回,2021年4月12日,G
13,14,15,28,37,39,4,第1577回,2021年4月15日,C
3,15,17,19,21,34,4,第1578回,2021年4月19日,A
23,29,32,33,37,42,1,第1579回,2021年4月22日,A
5,7,11,12,24,31,3,第1580回,2021年4月26日,B
6,12,30,31,41,43,1,第1581回,2021年4月29日,D
18,32,35,36,39,41,28,第1582回,2021年5月3日,F
5,7,16,34,39,41,29,第1583回,2021年5月6日,J
13,15,18,30,37,43,9,第1584回,2021年5月10日,H
2,6,10,13,16,32,9,第1585回,2021年5月13日,E
2,13,19,27,40,42,14,第1586回,2021年5月17日,F
16,21,22,27,36,43,37,第1587回,2021年5月20日,A
6,16,27,31,32,34,11,第1588回,2021年5月24日,G
11,21,25,31,36,39,32,第1589回,2021年5月27日,C
10,12,15,29,33,42,17,第1590回,2021年5月31日,B
7,9,18,21,26,43,14,第1591回,2021年6月3日,I
4,16,25,30,36,43,19,第1592回,2021年6月7日,D
6,17,18,35,37,38,16,第1593回,2021年6月10日,J
1,5,6,13,34,36,18,第1594回,2021年6月14日,F
16,21,30,32,40,43,15,第1595回,2021年6月17日,H
10,15,30,35,42,43,26,第1596回,2021年6月21日,A
2,3,8,17,23,32,12,第1597回,2021年6月24日,B
9,11,26,28,39,43,1,第1598回,2021年6月28日,E
1,2,20,22,35,38,4,第1599回,2021年7月1日,G
7,14,22,35,37,39,24,第1600回,2021年7月5日,C
6,13,17,18,21,41,37,第1601回,2021年7月8日,C
1,2,7,14,32,42,33,第1602回,2021年7月12日,D
4,6,32,35,40,42,26,第1603回,2021年7月15日,J
12,21,23,36,37,38,6,第1604回,2021年7月19日,I
2,5,8,20,29,40,6,第1605回,2021年7月22日,F
18,23,25,26,32,34,43,第1606回,2021年7月26日,H
10,13,14,15,17,22,40,第1607回,2021年7月29日,A
10,18,22,23,25,35,19,第1608回,2021年8月2日,B
4,12,16,34,35,41,5,第1609回,2021年8月5日,G
1,8,13,22,41,42,40,第1610回,2021年8月9日,D
3,14,16,24,32,36,34,第1611回,2021年8月12日,E
5,8,12,16,27,38,42,第1612回,2021年8月16日,C
9,17,22,25,30,41,15,第1613回,2021年8月19日,J
4,5,20,29,40,43,24,第1614回,2021年8月23日,H
2,5,6,13,19,29,25,第1615回,2021年8月26日,F
1,4,6,21,34,41,12,第1616回,2021年8月30日,I
2,19,21,24,26,41,23,第1617回,2021年9月2日,B
2,10,14,17,37,43,38,第1618回,2021年9月6日,G
3,5,17,20,24,38,13,第1619回,2021年9月9日,E
7,15,19,24,25,28,11,第1620回,2021年9月13日,A
3,10,22,23,26,39,1,第1621回,2021年9月16日,D
16,29,34,35,40,41,26,第1622回,2021年9月20日,F
7,12,15,17,19,29,22,第1623回,2021年9月23日,H
3,5,17,25,33,39,19,第1624回,2021年9月27日,J
1,4,8,11,30,42,9,第1625回,2021年9月30日,C
9,11,19,23,30,43,27,第1626回,2021年10月4日,I
21,22,23,26,36,38,13,第1627回,2021年10月7日,F
1,3,10,12,26,42,13,第1628回,2021年10月11日,E
19,23,30,31,32,40,13,第1629回,2021年10月14日,B
10,11,24,33,34,36,42,第1630回,2021年10月18日,G
7,15,23,26,30,35,36,第1631回,2021年10月21日,A
1,9,24,28,31,41,2,第1632回,2021年10月25日,D
3,7,9,26,35,36,28,第1633回,2021年10月28日,C
18,19,20,23,29,35,17,第1634回,2021年11月1日,J
4,8,19,32,36,43,30,第1635回,2021年11月4日,H
1,12,24,26,30,36,29,第1636回,2021年11月8日,F
2,3,11,16,27,36,29,第1637回,2021年11月11日,I
21,25,26,35,39,40,18,第1638回,2021年11月15日,I
5,9,13,20,26,32,28,第1639回,2021年11月18日,H
8,9,19,21,27,30,17,第1640回,2021年11月22日,E
2,5,7,12,16,20,33,第1641回,2021年11月25日,C
5,15,16,24,34,39,13,第1642回,2021年11月29日,B
10,11,12,15,16,40,33,第1643回,2021年12月2日,G
1,9,14,28,32,40,15,第1644回,2021年12月6日,A
2,8,13,14,33,40,6,第1645回,2021年12月9日,D
3,19,21,29,39,43,25,第1646回,2021年12月13日,J
3,8,14,15,19,35,12,第1647回,2021年12月16日,F
2,3,22,26,35,42,38,第1648回,2021年12月20日,E
8,16,19,23,29,41,1,第1649回,2021年12月23日,I
1,3,15,33,39,43,30,第1650回,2021年12月27日,H
7,12,15,21,27,32,28,第1651回,2021年12月30日,C
8,15,16,23,38,43,2,第1652回,2022年1月6日,B
2,7,10,12,29,36,6,第1653回,2022年1月10日,D
9,10,14,21,22,33,26,第1654回,2022年1月13日,G
21,23,31,38,42,43,40,第1655回,2022年1月17日,J
11,12,14,28,36,38,37,第1656回,2022年1月20日,A
11,13,16,19,20,38,25,第1657回,2022年1月24日,F
10,11,19,29,30,36,37,第1658回,2022年1月27日,E
4,10,23,25,37,42,6,第1659回,2022年1月31日,H
3,13,29,35,42,43,15,第1660回,2022年2月3日,C
6,14,31,35,38,43,12,第1661回,2022年2月7日,I
4,17,18,25,26,27,32,第1662回,2022年2月10日,B
1,6,19,21,27,39,3,第1663回,2022年2月14日,D
7,10,17,20,21,27,15,第1664回,2022年2月17日,G
19,22,24,29,34,41,9,第1665回,2022年2月21日,F
14,16,26,37,41,43,31,第1666回,2022年2月24日,J
5,8,18,25,40,43,17,第1667回,2022年2月28日,A
5,16,21,24,31,34,29,第1668回,2022年3月3日,E
2,4,13,14,22,29,26,第1669回,2022年3月7日,H
1,16,20,23,32,37,18,第1670回,2022年3月10日,C
16,27,37,38,39,43,10,第1671回,2022年3月14日,G
6,17,22,27,37,42,34,第1672回,2022年3月17日,I
24,33,35,36,41,43,21,第1673回,2022年3月21日,E
14,19,25,29,33,43,31,第1674回,2022年3月24日,A
2,3,17,27,28,34,6,第1675回,2022年3月28日,B
5,13,21,27,31,36,11,第1676回,2022年3月31日,D
11,20,26,31,34,38,32,第1677回,2022年4月4日,F
3,15,17,21,22,23,13,第1678回,2022年4月7日,J
10,12,13,21,31,41,27,第1679回,2022年4月11日,H
4,19,29,32,35,42,25,第1680回,2022年4月14日,E
1,7,11,13,15,42,33,第1681回,2022年4月18日,F
6,9,10,21,33,41,14,第1682回,2022年4月21日,C
6,15,28,30,32,43,21,第1683回,2022年4月25日,G
5,10,26,30,34,40,31,第1684回,2022年4月28日,I
1,26,27,28,33,37,8,第1685回,2022年5月2日,A
7,8,9,23,25,41,11,第1686回,2022年5月5日,B
20,21,23,26,29,35,22,第1687回,2022年5月9日,F
2,4,10,24,34,42,8,第1688回,2022年5月12日,E
4,7,21,22,34,42,31,第1689回,2022年5月16日,D
8,16,21,23,29,37,38,第1690回,2022年5月19日,C
13,16,18,29,33,41,26,第1691回,2022年5月23日,H
4,8,17,31,37,42,14,第1692回,2022年5月26日,J
7,8,21,23,34,36,11,第1693回,2022年5月30日,G
2,12,14,26,32,37,29,第1694回,2022年6月2日,I
3,8,14,18,28,37,39,第1695回,2022年6月6日,F
2,4,13,18,32,35,12,第1696回,2022年6月9日,A
2,3,11,12,22,35,26,第1697回,2022年6月13日,E
6,16,18,33,42,43,11,第1698回,2022年6月16日,B
4,6,16,27,39,42,1,第1699回,2022年6月20日,D
11,19,20,27,31,35,6,第1700回,2022年6月23日,C
5,8,27,30,33,39,10,第1701回,2022年6月27日,H
2,6,7,18,27,38,14,第1702回,2022年6月30日,J
14,22,23,30,33,38,18,第1703回,2022年7月4日,G
1,5,18,26,39,40,31,第1704回,2022年7月7日,A
3,6,9,28,37,41,5,第1705回,2022年7月11日,I
13,15,32,35,37,38,25,第1706回,2022年7月14日,D
14,16,28,34,35,36,26,第1707回,2022年7月18日,B
1,20,29,35,40,41,16,第1708回,2022年7月21日,F
3,4,7,20,22,41,5,第1709回,2022年7月25日,H
1,2,21,27,32,37,14,第1710回,2022年7月28日,E
3,32,33,34,35,40,5,第1711回,2022年8月1日,J
1,5,15,24,25,28,14,第1712回,2022年8月4日,C
6,32,38,39,40,42,37,第1713回,2022年8月8日,A
11,15,20,26,33,42,16,第1714回,2022年8月11日,B
2,6,15,16,32,37,25,第1715回,2022年8月15日,I
2,26,27,32,38,42,9,第1716回,2022年8月18日,G
15,21,23,24,33,36,40,第1717回,2022年8月22日,B
1,6,9,15,18,38,10,第1718回,2022年8月25日,D
4,11,15,16,35,39,36,第1719回,2022年8月29日,H
1,5,18,25,32,38,20,第1720回,2022年9月1日,E
7,8,14,17,22,39,30,第1721回,2022年9月5日,A
2,5,30,33,36,42,28,第1722回,2022年9月8日,E
6,10,15,16,30,38,26,第1723回,2022年9月12日,F
6,9,24,26,33,37,16,第1724回,2022年9月15日,J
2,10,16,17,20,28,1,第1725回,2022年9月19日,C
9,14,16,21,27,43,26,第1726回,2022年9月22日,H
3,13,16,22,33,42,15,第1727回,2022年9月26日,B
4,8,14,18,26,38,3,第1728回,2022年9月29日,I
11,15,24,25,28,31,9,第1729回,2022年10月3日,G
4,8,16,21,22,26,23,第1730回,2022年10月6日,D
3,7,19,21,32,35,6,第1731回,2022年10月10日,I
3,18,19,34,38,42,14,第1732回,2022年10月13日,A
22,24,25,27,29,39,7,第1733回,2022年10月17日,J
5,6,11,19,28,35,42,第1734回,2022年10月20日,C
1,21,24,33,40,41,12,第1735回,2022年10月24日,F
6,9,25,26,27,32,11,第1736回,2022年10月27日,E
12,14,22,24,29,33,3,第1737回,2022年10月31日,B
7,12,20,31,33,43,14,第1738回,2022年11月3日,I
1,7,12,36,37,39,41,第1739回,2022年11月7日,D
14,21,24,27,31,38,5,第1740回,2022年11月10日,G
4,14,17,19,22,42,6,第1741回,2022年11月14日,H
16,20,22,29,33,40,25,第1742回,2022年11月17日,A
3,17,18,19,20,42,9,第1743回,2022年11月21日,J
1,8,21,25,26,35,20,第1744回,2022年11月24日,F
7,9,10,21,39,40,32,第1745回,2022年11月28日,C
3,11,14,22,27,32,31,第1746回,2022年12月1日,E
1,9,11,14,15,40,32,第1747回,2022年12月5日,D
8,11,23,28,36,39,6,第1748回,2022年12月8日,I
1,4,13,17,31,34,18,第1749回,2022年12月12日,F
3,15,18,21,34,40,1,第1750回,2022年12月15日,B
1,12,21,24,29,42,32,第1751回,2022年12月19日,G
2,5,15,20,22,36,8,第1752回,2022年12月22日,A
1,2,4,9,22,25,38,第1753回,2022年12月26日,E
3,6,7,19,35,39,21,第1754回,2022年12月29日,D
4,11,13,26,27,36,15,第1755回,2023年1月5日,H
19,25,29,36,37,41,2,第1756回,2023年1月9日,E
6,12,15,35,36,39,42,第1757回,2023年1月12日,A
7,14,28,32,42,43,17,第1758回,2023年1月16日,J
1,10,25,27,28,33,15,第1759回,2023年1月19日,I
8,14,18,38,39,42,30,第1760回,2023年1月23日,C
5,7,13,21,23,30,42,第1761回,2023年1月26日,F
1,6,7,20,37,40,10,第1762回,2023年1月30日,B
2,6,20,30,31,41,11,第1763回,2023年2月2日,G
16,21,26,31,39,42,41,第1764回,2023年2月6日,B
1,10,15,19,20,32,6,第1765回,2023年2月9日,J
16,19,25,26,35,43,38,第1766回,2023年2月13日,H
7,15,17,21,32,35,43,第1767回,2023年2月16日,I
6,21,30,32,39,40,34,第1768回,2023年2月20日,A
4,11,15,19,28,32,34,第1769回,2023年2月23日,A
